Cairo,Maadi,Doctor,Dr. Yasser Ahmed Khalil,Orthopedic Surgery,2 100 St. Behind Benzayen El-Nasr St.,1118529268,
Cairo,Maadi,Doctor,Dr. Mourad Omar Mokhtar,Orthopedic Surgery,Plot No. 10072 - Mearaj City,01005559272,01015559373
Cairo,Maadi,Doctor,Dr. Mohamed Salah El-Din Hussein,Orthopedic Surgery,130 Sakr Quraish New Maadi Above Sakr Quraish Pharmacy The Criminal Investigation St.,01119455111,
Cairo,Maadi,Center,Therapeutic and Rehabilitation Center (Dr. Amir Marei),Physiotherapy,45 305 St. 3rd Floor Apt 1 Algeria Sq. 6th Sector New Maadi El-Nasr St.,23103720,01223332667
Cairo,Maadi,Center,Medi Matrix Physiotherapy (Healing),Physiotherapy,276 St. Perpendicular to Olympic Center Gate Maadi,01000442616,01116469090
Cairo,Maadi,Center,Dr. Ismail El-Khashab Center,Physiotherapy,3 76 St. Block In front of Carrefour,1142952732,
Cairo,Maadi,Center,Nile Physiotherapy Center (Abeer Abdel Wahab),Physiotherapy,1/4 El-Nasr St. Above Pizza Hut Zahraa Maadi At Adidas Paints Jarrah Building 3,1113335532,
Cairo,Maadi,Center,Etqan Physiotherapy Center (Islam Belal),Physiotherapy,45 Algeria Sq. Above El-Ezaby Pharmacy Next to Royal Lab - Maadi,1065871674,1021970009
Cairo,Maadi,Center,Premium Physiotherapy Center (Dr. Mahmoud Khaled),Physiotherapy,12 Ahmed Zaki St. In front of Gate 2 Maadi Club - Maadi,01110190814,
Cairo,Maadi,Center,Dr. Alaa Mohamed Shalaby Center,Physiotherapy,86 9th St. Next to Aris Cafe Maadi,01111691919,
Cairo,Maadi,Center,Dr. Ahmed Mamdouh Center,Physiotherapy,Maadi Ring Road In front of Carrefour Maadi and Sama Clean,01001794565,
Cairo,Maadi,Optical Center,Fouri Optics,Optics,Nile Corniche Nazlet Andriya after Telecom Egypt,01126415937,022570343
Cairo,Maadi,Optical Center,C You Optics,Optics,10 105 St. Intersection of 10 St. Desouki,01004598562,01148713004
Cairo,Maadi,Optical Center,Al-Adel Optics,Optics,Administrative Presidency St. - New Maadi,15660,
Cairo,Maadi,Optical Center,New Vision,Optics,Andalusia El-Nakhil Plot 14/5 Behind Al-Khabri Buildings,0225055069,0225442524
Cairo,Maadi,Optical Center,Baram Optics,Optics,99 El-Nasr St. New Maadi Inside Maadi Specialist Center,0227086013,0227086011
Cairo,Zahraa Maadi,Hospital,Bishoy Hospital,All Specialties,12 Tijan Compound In front of Gate 1,0229722999,
Cairo,Zahraa Maadi,Hospital,Zahrat Al-Madaen,All Specialties,Mokattam,01007827922,01018881801
Cairo,Helwan,Doctor,Dr. Ahmed Gamal Ibrahim Hassan,Dentist,28 Al-Zahraa St. - Arab Rashed - Helwan,01126567227,01068486000
Cairo,Helwan,Doctor,Dr. Ali Ahmed Elian,Dentist,279 Helwan St. intersection of Mostafa Safwat with Sh Lutfi - Next to Helwan General Club Fence,01224277436,0115836052
Cairo,Helwan,Doctor,Mansour Ibrahim Abdel Fattah (Al-Haras Center),Dentist,44 Al-Maraghi St. intersection of Mansour St. in front of Helwan Metro Station - Above Al-Safa Pharmacy,01014844511,1501102307
Cairo,Helwan,Doctor,Diamond Clinic (Dr. Mohamed Nahmada Abdel Fadil),Dentist,46 intersection of Youssef St. with Mansour St. Above NBE - In front of Metro,1158856755,1140005578
Cairo,Helwan,Doctor,Diamond Clinic (Dr. Mohamed Nahmada Abdel Fadil),Dentist,37 Dr. Ahmed Badawy St. - Next to Carrefour Helwan - Intersection of Rayel - In front of Al-Agouz School,1103884225,1140005578
Cairo,Helwan,Doctor,Dr. Hesham Mohamed Ismail,Dentist,42 Abdel Rahman St. Corner of El-Mahatta St. - Helwan,122219600,
Cairo,Helwan,Doctor,Dr. Mohsen Hammad El-Sheiwy,Obstetrics and Gynecology,Cairo C Building - intersection of Ragheb St. and Mohamed Sayed Ahmed - Behind Civil Registry Helwan,0228182185,01020119185
Cairo,Helwan,Doctor,Mahmoud Abdel Aziz,Orthopedic Surgery,May Extension Neighborhood 10 Zone 5 Villa 50 Ground Floor,01015559272,
Cairo,Helwan,Doctor,Dr. Amr El-Katatny,Neurosurgery,Al-Maraghi St. intersection of Mansour St. Al-Melandi Building 5th Floor,01096886377,01277875072
Cairo,Helwan,Center,Integrated Clinics for Physiotherapy (Helwan 19),Physiotherapy,19 Ragheb St. In front of Al-Israa - Next to Al-Ahli Bank - Helwan,01008730648,
Cairo,Helwan,Center,Stars Optics,Optics,Mohamed Sayed Ahmed St. In front of Gad,01013311450,0228182796
Cairo,Helwan,Center,Stars Optics,Optics,Mohamed Sayed Inside Nile Eye Center,01013311450,0228182796
Cairo,Helwan,Center,Stars Optics,Optics,4 Youssef St. Corner of McDonald's Next to Helwan Eye Center,01013311450,0228182796
Cairo,Helwan,Center,Stars Optics,Optics,May Neighborhood 6 In front of Tameem Building,01013311450,0228182796
Cairo,Helwan,Center,El-Mahdi Optics,Optics,25 Mohamed Sayed Ahmed St. Behind Banque du Caire intersection of Ragheb St.,01155459124,
Cairo,Helwan,Center,Orange Optics Center,Optics,31 Ahmed Anas St. Next to Misr Bank - Helwan,1117057278,1002068332
Cairo,15th of May City,Center,High Optics,Optics,15 May Compound Downtown,1141986151,
Cairo,Helwan,Center,High Optics,Optics,40 Sherif St. Helwan,1141986151,
Cairo,Helwan,Center,Fouri Optics,Optics,In front of Islamic Huda Hospital Atlas,01110190814,
Cairo,Hadayek Helwan,Laboratory,Al Mokhtabar Labs,Analysis,66 Khaled Ibn Al-Walid Division Next to Hadayek Helwan Police Station,19014,
Cairo,Hadayek Helwan,Laboratory,Al-Borg Labs,Analysis,18 Khaled Ibn Al-Walid St. In front of Ahli Court,19911,Helwan@alborglab.com
Cairo,Hadayek Helwan,Laboratory,Cairo Lab,Analysis,10 Khaled Ibn Al-Walid St. Hadayek Helwan,19962,
Cairo,Hadayek Helwan,Doctor,Dr. Sayed Saleh Sayed Shehata,Dentist,2 Engineers Weapon St. from Corniche Next to Zizinia Hadayek Helwan,011017095990,
Cairo,Ramses,Hospital,Red Crescent Hospital,All Specialties,34 Ramses St.,0225750169,0225750160
Cairo,Ramses,Medical Center,Dr. Hossam Mansour,All Specialties,Ramses Sq. Ramses Building Entrance C 6,0225782598,01003210060
Cairo,Ramses,Pharmacy,El Ezaby Pharmacy,Medications,185 Ramses St. Next to Coptic Hospital Ghamra,19600,
Cairo,Ramses,Pharmacy,El Ezaby Pharmacy,Medications,Shop 104 A - Ramses Railway Station,19600,
Cairo,Ramses,Doctor,Dr. Nadi Francis,Dentist,10 Sayed Darwish Azbakeya,225755274,1226560689
Cairo,Ramses,Doctor,Elite Dental Center (Dr. Mina Marco),Dentist,36 El-Sakakini St. Extension of Ramses,1273852266,1227244914
Cairo,Ramses,Doctor,Dr. Ramez Badeer,Pediatrics,237 Ramses St. Ghamra,0224826542,01222178193
Cairo,Abbasiya,Hospital,Air Force General Hospital,All Specialties,Ahmed Saeed St. Abbasiya,02 26825616,
Cairo,Abbasiya,Hospital,Greek Hospital,All Specialties,15 Abbasiya Sarayat St.,0224822186,0224822259
Cairo,Abbasiya,Hospital,Dar Al-Shifa Hospital,All Specialties,375 Ramses St.,0224870811,0224829910
Cairo,Abbasiya,Specialized Hospital,Tabarak Hospital,Pediatrics,109 Abbasiya St. Next to Pearl Abbasiya,26849318,
Cairo,Abbasiya,Specialized Clinics,Al-Hadaba Al-Haditha Clinics (Al-Amal),All Specialties,Salah Salem - Mosque of Al-Rahman Al-Rahim,19445,
Cairo,Abbasiya,Specialized Clinics,Al-Safwa Clinics,All Specialties,3 Dash St. Off Abbasiya St. Next to Armed Forces Hospital,16254,0224671761
Cairo,Abbasiya,Pharmacy,El Ezaby Pharmacy,Medications,13 Abbasiya Sq. Next to Doctors Syndicate Abbasiya Sq.,19600,
Cairo,Abbasiya,Pharmacy,El Ezaby Pharmacy,Medications,99 Abbasiya St. Next to Wayli Police Station,19600,
Cairo,Abbasiya,Pharmacy,El Ezaby Pharmacy,Medications,Abbasiya St. Ahmed Saeed Station Daher Cairo,19600,
Cairo,Abbasiya,Pharmacy,El Ezaby Pharmacy,Medications,317 Ramses St. End of Ahmed Saeed Bridge Demerdash,19600,
Cairo,Abbasiya,Pharmacy,Ahmed Sami Pharmacy,Medications,26 El-Wayli St. Next to Abu Bakr Mosque,0102824242,
Cairo,Abbasiya,Radiology,Al-Mustaqbal Radiology Center,Radiology,10 El-Geish Sq. Abbasiya,24454819,24455442 - 01000642220
Cairo,Abbasiya,Laboratory,Al-Borg Labs,Analysis,91 Abbasiya St.,19911,
Cairo,Abbasiya,Laboratory,Al Mokhtabar Labs,Analysis,El-Sawah St. Next to Banque du Caire D1 Apt 2 7,19014,
Cairo,Abbasiya,Laboratory,Al Mokhtabar Labs,Analysis,72 Abda Pasha Sq. Abbasiya St.,19014,
Cairo,Abbasiya,Laboratory,Ezz Lab,Analysis,72 Abbasiya St. In front of Abda Pasha Metro,0224660073,01144506376
Cairo,Abbasiya,Laboratory,Speed Lab Medical Labs,Analysis,385 Ramses St. In front of Cardiology Institute Next to Dar Al-Shifa Hospital,19358,
Cairo,Abbasiya,Laboratory,Al-Shams Lab,Analysis,54 Abbasiya St. Daher,19445,
Cairo,Abbasiya,Laboratory,Cairo Lab,Analysis,Abbasiya St. 3rd Floor above Heart Attack Restaurant and in front of Fadaweya Dome Mosque 105,19962,
Cairo,Abbasiya,Doctor,Dr. Youssef Kamal Daniel,Dentist,385 Ramses St. Beside Dar Al-Shifa Hospital,01285787059,01097164070
Cairo,Abbasiya,Doctor,Dr. Ahmed Mostafa (Prestige Center),Dentist,33 El-Sakakini Daher Cairo,1065643464,
Cairo,Abbasiya,Doctor,Dr. Mohamed Osama Zayed,Vascular Surgery,315 Ramses St. Nagib Building Abbasiya,1119333815,
Cairo,Abbasiya,Doctor,Dr. Ahmed Adel Gamal El-Din,Neurosurgery,99 Abbasiya St. Above El-Ezaby Pharmacy,0224822080 - 0233451407 - 0233451408,0224822080 - 0233451407 - 0233451408
Cairo,Abbasiya,Doctor,Dr. Moheb Kamal Rassem,Orthopedic Surgery,2 Fakhry Sq. Daher Cairo,01285161423,01550995979-022591845
Cairo,Sharabiya,Hospital,Sharabiya Hospital (Islamic Medical Association),All Specialties,12 Saad Abdel Aal - Fag El-Nour - Sharabiya,0222394079,0222358236
Cairo,Sharabiya,Specialized Hospital,Tabarak Hospital,Pediatrics,71 Mohamed Abdel Wahab In front of Mazloum Factories Sharabiya,22382487,
Cairo,Darrasa,Pharmacy,El Ezaby Pharmacy,Medications,625 Port Said St. End of Ghamra Bridge Darrasa,19600,
Cairo,Darrasa,Laboratory,Al-Borg Labs,Analysis,187 El-Mansoura St. 1st Floor Above Banque Misr,19911,Aldrasa@alborglab.com
Cairo,Darrasa,Laboratory,Al Mokhtabar Labs,Analysis,3 A El-Mansoura St. Darrasa,19014,
Cairo,Darrasa,Laboratory,Ezz Lab,Analysis,3 El-Mansoura St. In front of University Hospital,25892472,01144506370
Cairo,Zawya El-Hamra,Hospital,One Day Surgery Hospital - Zawya El-Hamra,All Specialties,Port Said St.,0224229806,
Cairo,Zawya El-Hamra,Specialized Hospital,Tabarak Hospital,Pediatrics,Zawya El-Hamra - Mohamed Khaled St. Next to Social Affairs,24283090,
Cairo,Zawya El-Hamra,Pharmacy,El Ezaby Pharmacy,Medications,Block 73 No 1 Entrance 2 El-Gamal Residences Zawya El-Hamra,19600,
Cairo,Bulaq Abu El-Ela,Pharmacy,El Ezaby Pharmacy,Medications,Arkadia Mall Nile Corniche Shop 9B Bulaq Abu El-Ela,19600,
Cairo,Bulaq Abu El-Ela,Doctor,Dr. Abdel Moneim Mohamed Meshaal,Cardiology and Vascular,41 El-Oruba St. Off 26 July St. In front of Bulaq Abu El-Ela Exchange,0225766836,
Cairo,Bab El-Shaariya,Pharmacy,El Ezaby Pharmacy,Medications,2 A Bab El-Shaariya Sq. Shop No. 9 (Bab El-Shaariya) Cairo,19600,
Cairo,Bab El-Shaariya,Laboratory,Al Mokhtabar Labs,Analysis,599 Port Said St. Bab El-Shaariya,19014,
Cairo,Bab El-Shaariya,Laboratory,Al-Borg Labs,Analysis,561 Port Said St.,19911,
Cairo,Bab El-Shaariya,Laboratory,Ezz Lab,Analysis,593 Port Said St. In front of Sayed Galal,0225930070,01144506374
Cairo,Ataba,Center,Alpha Training for Physiotherapy,Physiotherapy,17 Al-Afdal St. Behind Omar Effendi Ataba,01201972507,
Cairo,Shubra,Hospital,Al-Raie Al-Saleh Hospital,All Specialties,121 Shubra St.,22049254,22049256
Cairo,Shubra,Hospital,Manbar Al-Islam Hospital,All Specialties,125 Shubra St. Next to Shubra Secondary School Rawd El-Farag Shubra,01004210252,01014606564
Cairo,Shubra,Hospital,Central Medical Center for Diagnostic & Treatment,All Specialties,12 Aghakhan Towers Nile Corniche Dolatian St.,01200156000,
Cairo,Shubra,Specialized Hospital,Tabarak Hospital,Pediatrics,13 Rawd El-Farag St.,0224586350,0224586354
Cairo,Shubra,Specialized Clinics,Dawy Specialized Clinics,All Specialties except (Dental - Ophthalmology),172 Shubra St. Next to Orange In front of Sainte Teresa Station,16850,
Cairo,Shubra,Specialized Center,Enaya Eye Center,Eye Surgery,16 Dolatian St. Shubra Khelfawy Sq. Beside CIB,16554,1006000353
Cairo,Shubra,Specialized Center,Eye Surgery Center,Eye Surgery,52 Rawd El-Farag Sahel,01002950452,
Cairo,Shubra,Specialized Center,Al-Shorouk for Kidney Diseases,Nephrology,126 Kholousi St. Shubra Cairo,19600,
Cairo,Shubra,Pharmacy,El Ezaby Pharmacy,Medications,156 Shubra St. In front of Sainte Teresa Station,19600,
Cairo,Shubra,Pharmacy,El Ezaby Pharmacy,Medications,113 Shubra St.,19600,
Cairo,Shubra,Pharmacy,El Ezaby Pharmacy,Medications,208 Abu Farag Rawd El-Farag El-Horreya Pharmacy,19600,
Cairo,Shubra,Pharmacy,El Ezaby Pharmacy,Medications,224 Teraat El-Bulakya St.,19600,
Cairo,Shubra,Pharmacy,Care Pharmacy (Nakhla),Medications,106 Shubra St. Rawd El-Farag Cairo,19757,
Cairo,Shubra,Pharmacy,Misr Pharmacies,Medications,77 Shubra St. Next to Masarra Station,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,Medications,Imam Omar Ibn Al-Khattab St.,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,Medications,El-Shafei St.,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,Medications,El-Dawaran St. Shubra,19110,
Cairo,Shubra,Radiology,El-Borg Scan,Radiology,59 Shubra St.,19911,
Cairo,Shubra,Radiology,Omega Scan,Radiology,28 Shubra St. Rawd El-Farag,0224320850,
Cairo,Shubra,Radiology,Diamond Radiology,Radiology,125 Shubra St. Rawd El-Farag Abu El-Farag St.,0122 315 7999,0112 966 5948
Cairo,Shubra,Radiology,Al-Barq Radiology,Radiology,New St. Intersection of Teraat El-Shabouri Shubra In front of Al-Quds Market,01555558976,
Cairo,Shubra,Laboratory,Al Mokhtabar Labs,Analysis,10 El-Salam St. Aghakhan Towers Nile Corniche,19014,
Cairo,Shubra,Laboratory,Al Mokhtabar Labs,Analysis,203 Shubra St. Above Techno Scan,19014,
Cairo,Shubra,Laboratory,Al Mokhtabar Labs,Analysis,30 Shubra St.,19014,
Cairo,Shubra,Laboratory,Al-Borg Labs,Analysis,59 Shubra St.,19911,Shobra@alborglab.com
Cairo,Shubra,Laboratory,Al-Borg Labs,Analysis,53 Mohamed El-Khalafawy St. Shubra (Khelfawy Sq.),19911,elkhalafawy@alborglab.com
Cairo,Shubra,Laboratory,Nile Radiology and Analysis (Analysis),Analysis,151 Shubra St. Next to Al-Khazindara Mosque and in front of Central,19656,
Cairo,Shubra,Laboratory,Royal Lab,Analysis,22 Shubra St. Above Citibank 1st Floor,16064,
Cairo,Shubra,Laboratory,Royal Lab,Analysis,53 Mohamed El-Khalafawy St. Sahel Cairo 3rd Floor Apt 5,16064,
Cairo,Shubra,Laboratory,Standard Lab,Analysis,63 Teraat Geziret Badran Rawd El-Farag,01111240460,
Cairo,Shubra,Laboratory,Trust Lab,Analysis,90 Shubra St. Dawaran Shubra 1st Floor,16183,
Cairo,Shubra,Laboratory,Ezz Lab,Analysis,90 Orabi Arafa St. Rawd El-Farag Highest Koshary,24570430,
Cairo,Shubra,Laboratory,Speed Lab Medical Labs,Analysis,59 Shubra St. 4th Floor,19358,
Cairo,Shubra,Laboratory,Al-Maamal (Dr. Shams El-Din),Analysis,46 Ratib St. Shubra,0224590548,01222329297
Cairo,Shubra,Laboratory,Al-Hayat Lab,Analysis,4 Shaban St. from Shubra St. In front of Al-Khazindara General Hospital Shubra,0222036240,
Cairo,Shubra,Laboratory,Al-Ansari Lab,Analysis,60 Massara St. Intersection of Mohamed St. Beside Suez Canal Bank Ground Floor,19324,
Cairo,Shubra,Laboratory,Al-Shams Lab,Analysis,262 Shubra St. Khelfawy,19445,0222043146
Cairo,Shubra,Laboratory,Cairo Lab,Analysis,40 Shubra St. Gyezret Badran Beside Metro Shubra Dept Cairo Governorate,19962,
Cairo,Shubra,Laboratory,Acculab,Analysis,184 Shubra St.,19868,
Cairo,Shubra,Laboratory,Town Lab,Analysis,156 Shubra St. 1st Floor Sainte Teresa Station Above El-Ezaby Pharmacy,01221219836,
Cairo,Shubra,Doctor,Dr. Ahmed El-Husseini,Dentist,210 Shubra St. Apt 7 3rd Floor,1202512251,
Cairo,Shubra,Doctor,Abdel Fattah Abdel Fattah,Urology Surgery,22 Gamal St. Sainte Teresa Station,0222042383,
Cairo,Shubra,Doctor,Dr. Wagdy Ishak Samy,Urology Surgery,22 Ibrahim St. Kholousi Shubra Misr,01154876245,01006587098
Cairo,Shubra,Doctor,Dr. Wagdy Samir Fakhry,Pediatrics,56 Abu Taqiya St. from Shubra St.,01004631793,
Cairo,Shubra,Doctor,Dr. Maurice Pauls Atta,Obstetrics and Gynecology,90 Shubra St. Main Rawd El-Farag Shubra,01011508661,
Cairo,Shubra,Doctor,Dr. Ramy Gamal Badr,Obstetrics and Gynecology,271 Shubra St. Khelfawy,1060006562,
Cairo,Shubra,Doctor,Dr. Refaat Girgis,General Surgery and Endoscopy,156 Shubra Next to El-Ezaby,01223415650,0224300137
Cairo,Shubra,Doctor,Dr. George Magdy Mourshed,Orthopedic Surgery,37 Massara St. Shubra,01271125116,0224570411
Cairo,Shubra,Doctor,Dr. Mario Mikhael,Orthopedic Surgery,238 United Bank St. Khelfawy 3rd Floor,222059993,1224609411
Cairo,Shubra,Doctor,Dr. Hesham Azzam,Orthopedic Surgery,264 Shubra St. Khelfawy Next to Housing and Development Bank,01030309933,
Cairo,Shubra,Center,Al-Shorouk for Physiotherapy,Physiotherapy,5 Fakhr El-Din St. off Dashway In front of Sahel Hospital,0222007005,
Cairo,Shubra,Center,Al-Hayat for Physiotherapy,Physiotherapy,37 Shubra St. Beside Autobus Station,01271177767,
Cairo,Shubra,Center,Dr. Amir Physiotherapy Center,Physiotherapy,212 Shubra St. Main Above Buffalo Burger,1012002868,1277444722
Cairo,Shubra,Center,Al-Hayat for Physiotherapy,Physiotherapy,53 Shubra St. Sahel Tower 4th Floor Apt 402,5769408,0225769408
Cairo,Shubra,Center,Specialized Center for Physiotherapy,Physiotherapy,30 Ahmed Helmy St.,01003440834,
Cairo,Shubra,Center,New Hope Physiotherapy,Physiotherapy,130 Shubra St. Main Next to Sainte Teresa Station,01001239338,
Cairo,Shubra,Center,Mamdouh Optics,Optics,4 Bulakya St. Beside Shubra Police Station,225793654,
Cairo,Shubra El-Kheima,Hospital,Mohsen El-Maghraby Hospital,All Specialties,15 May St. In front of Computing Institute,0244717100,
Cairo,Shubra El-Kheima,Hospital,Zamzam Specialized Hospital,All Specialties,20 Orabi St. Manshiyat Abdel Moneim Riad Shubra El-Kheima,1068668854,
Cairo,Shubra El-Kheima,Medical Center,Crystal Asfour Center,All Specialties,Next to Crystal Asfour Mosque,0242236557,01144441323-01006005720-01272015500
Cairo,Shubra El-Kheima,Medical Center,Al-Sharqia Medical Center,All Specialties,Ibrahim Bek End of Ahmed Orabi Bridge from 15 May St. New Amal City,1009700484,1555366021
Cairo,Shubra El-Kheima,Specialized Hospital,Tabarak Hospital,Pediatrics,15 May St. Next to El-Qattan,44084080,0224751001
Cairo,Shubra El-Kheima,Specialized Hospital,Tabarak Hospital,Pediatrics,1 Begam St. Shubra El-Kheima Tahya Misr Bridge,44747705,44747704
Cairo,Shubra El-Kheima,Specialized Hospital,Tabarak Hospital,Pediatrics,Bigam Cairo 15 May St. Zohour Area Next to Mostorod Bridge Shubra El-Kheima,48586344,48586345
Cairo,Shubra El-Kheima,Specialized Clinics,Sehetk Specialized Clinics,All Specialties,El-Malaf St. Next to Zowaa Institute In front of Hyper El-Sharq and Hospital,1113706999,1200050733
Cairo,Shubra El-Kheima,Specialized Clinics,Heliopolis Specialized Clinics,All Specialties,5 Next to El-Tawhid Karimat Factories St. Shubra El-Kheima,44755565,44755563
Cairo,Shubra El-Kheima,Pharmacy,El Ezaby Pharmacy,Medications,15 May St. Next to Tiba Manshiyat El-Horreya Hawd Ibrahim Saleh,19600,
Cairo,Shubra El-Kheima,Pharmacy,El Ezaby Pharmacy,Medications,Alexandria St. Next to Ranin In front of Shubra El-Kheima 1st Police Station,19600,
Cairo,Shubra El-Kheima,Pharmacy,El Ezaby Pharmacy,Medications,Building 2 Next to Ismail Salam Fence 15 May St. Shubra El-Kheima 2,19600,
Cairo,Shubra El-Kheima,Pharmacy,El Ezaby Pharmacy,Medications,Corner of Salem Moussa Mosque Lane Bahtim Sq. Shubra El-Kheima,19600,
Cairo,Shubra El-Kheima,Pharmacy,Care Pharmacy (Dr. El-Sayed El-Badawy),Medications,270 Dair El-Nahia St. In front of El-Sawaleha Mosque Shubra El-Kheima,19757,
Cairo,Shubra El-Kheima,Laboratory,Al Mokhtabar Labs,Analysis,102 15 May St. In front of El-Mahlaka School,19014,
Cairo,Shubra El-Kheima,Laboratory,Al Mokhtabar Labs,Analysis,2 El-Wada St. Corner of 15 May St. Next to Oriental Weavers,19014,
Cairo,Shubra El-Kheima,Laboratory,Al-Borg Labs,Analysis,33 15 May St.,19911,
Cairo,Shubra El-Kheima,Specialized Hospital,Tabarak Hospital,Pediatrics,15 May St. Next to El-Qattan,16064,
Cairo,Shubra El-Kheima,Laboratory,Royal Lab,Analysis,2 Wafd Party HQ 15 May St. Below Wafd Party HQ,16064,
Cairo,Shubra El-Kheima,Laboratory,Royal Lab,Analysis,25 Ahmed Orabi St. Intersection of Ahmed Orabi St.,16064,
Cairo,Shubra El-Kheima,Laboratory,Royal Lab,Analysis,2 Salama Sidqy St. Mostorod (New St.) In front of Mosque,16064,
Cairo,Shubra El-Kheima,Laboratory,Ezz Lab,Analysis,33 15 May St. In front of Doctors Tower,0246178244,
Cairo,Shubra El-Kheima,Laboratory,Ezz Lab,Analysis,15 May St. Next to Orabi Bridge,01144506377,0242202362
Cairo,Shubra El-Kheima,Laboratory,Ezz Lab,Analysis,New St. In front of Faragany Market,01144506376,0248269151
Cairo,Shubra El-Kheima,Laboratory,Ezz Lab,Analysis,Bahtim Sq. Manshiyat Abdel Moneim Riad,01146515550,26062931
Cairo,Shubra El-Kheima,Laboratory,Al-Shams Lab,Analysis,1 Ammar Abu Nema St. Corner of Ahmed Orabi Ard Nobar,44749030,19445
